name,invasive
1,0.5383235274329536
2,0.14716305886835418
3,0.30483286938193177
4,0.46757746458841076
5,0.978513996165489
6,0.7905311565250853
7,0.23868052334367665
8,0.8485295696766962
9,0.9892001612159733
10,0.21539439974745542
11,0.4737075781379273
12,0.06781603760538221
13,0.6465135380384354
14,0.9598847840362851
15,0.4870931928245892
16,0.361463654410369
17,0.9779759444790196
18,0.912393846980523
19,0.3967131462039094
20,0.7924126922386988
21,0.9539945248120083
22,0.19237344468434106
23,0.9057574544875834
24,0.18411291123829865
25,0.9637505738458844
26,0.9614216466623986
27,0.8907135580468465
28,0.3629778164653399
29,0.20964281296733475
30,0.4399396071098452
31,0.25824801370587475
32,0.6573038014421813
33,0.9785549039370031
34,0.9723124275731175
35,0.764746281377324
36,0.808540006199064
37,0.09706355903160473
38,0.9679452949602052
39,0.8369018857491244
40,0.12314679726472898
41,0.9643348776527862
42,0.171051070327334
43,0.26705589685089187
44,0.6868431516844508
45,0.9650979464735702
46,0.8958778594977456
47,0.30401962806937505
48,0.9391039780016324
49,0.11101699890325051
50,0.8896422944366597
51,0.9115879572691588
52,0.9466212669344536
53,0.17253986550234798
54,0.7934748316798048
55,0.9686818286768455
56,0.6407786720238818
57,0.46903039678720515
58,0.9702948834964203
59,0.7200925382694813
60,0.42467145665670525
61,0.5146294386146493
62,0.22595028966074096
63,0.9766865618304967
64,0.9700848327155178
65,0.6675579592182918
66,0.772948206163299
67,0.09799164294503687
68,0.9441744502726789
69,0.45787471466166374
70,0.9317957198466701
71,0.09140155418248759
72,0.3062187699955549
73,0.45367191947704155
74,0.7173353958722843
75,0.7599621611956393
76,0.33922227197535393
77,0.7691880836207782
78,0.9582647337031722
79,0.5686922912691939
80,0.4286419049329427
81,0.3697145106829689
82,0.4611570341712045
83,0.8448783752493687
84,0.479663119824828
85,0.9695113301677679
86,0.954572439926712
87,0.8027892473986229
88,0.6106797307036516
89,0.9626887031923551
90,0.42071619661240334
91,0.8838179588879786
92,0.7123845676479253
93,0.4782123268756119
94,0.08090183088591446
95,0.6551165086301206
96,0.0880334841952569
97,0.9192481885884461
98,0.4658570410796956
99,0.719245290187325
100,0.5
101,0.6906754100379152
102,0.8653762594282949
103,0.5600090328341928
104,0.9181443804084065
105,0.9685189612748345
106,0.35586371469541545
107,0.7628104897910019
108,0.8531039737566023
109,0.7691996204826029
110,0.865568329730976
111,0.21442493974296672
112,0.439266166830415
113,0.7067042163756216
114,0.10811349345480831
115,0.7311164396105908
116,0.9672881107153984
117,0.7777570041186062
118,0.18199683408710254
119,0.9778798426916292
120,0.9228740310935581
121,0.9506044828916193
122,0.5
123,0.9249883528950994
124,0.9477344801360884
125,0.8058675625346984
126,0.8239321273964302
127,0.6174998532154856
128,0.9749121516717001
129,0.3552088749184657
130,0.25510423289313267
131,0.3067838061002209
132,0.48726227759543184
133,0.4362720535444338
134,0.9231977849169782
135,0.6227269141515749
136,0.3614502550810683
137,0.9523261447078737
138,0.5377199789858914
139,0.6719932587634926
140,0.9642639101220841
141,0.9660155724148716
142,0.6859114968170412
143,0.6706931477515695
144,0.15938017035751537
145,0.32007143741280436
146,0.7732869897999773
147,0.9428534863838539
148,0.94584109524343
149,0.32017106062084305
150,0.20973390909617326
151,0.23199387197034851
152,0.6785761600393914
153,0.18506152402619844
154,0.9828862993207119
155,0.7705003185592746
156,0.7199590672589962
157,0.18281477764550644
158,0.7942907655782679
159,0.6690245880984664
160,0.9702266978022039
161,0.7343351969069835
162,0.04527588126746039
163,0.1847321869894944
164,0.789063424294743
165,0.9864672929453818
166,0.5432694859319657
167,0.2338862162893009
168,0.8998188517748729
169,0.9481727838830851
170,0.7911891654626058
171,0.32819502545855705
172,0.20083148431138576
173,0.968243226717059
174,0.47656407818096663
175,0.9805313250207207
176,0.3220367168822645
177,0.42503445614121343
178,0.08444116929628238
179,0.9804163125474417
180,0.8589499719965549
181,0.9607933198336709
182,0.9069597958468428
183,0.2597976352763508
184,0.6263899293094836
185,0.5232075439732697
186,0.6385884465352184
187,0.8891963005446392
188,0.4233433930827735
189,0.4118879449376957
190,0.2918878943829939
191,0.06873044550647923
192,0.977747868262697
193,0.9556137718911623
194,0.5962908335827777
195,0.2429435066412161
196,0.4617243357331269
197,0.8571110115761729
198,0.44543907183358167
199,0.48281826584745025
200,0.7417132221881532
201,0.8381987489015688
202,0.9731586821053283
203,0.23164608326092723
204,0.63383497130505
205,0.3112060531965335
206,0.8267959150868388
207,0.7152522641229497
208,0.14258668931600127
209,0.8574253513676057
210,0.9217433390818324
211,0.9757275337756594
212,0.1915544267767821
213,0.565017680248164
214,0.840764250235052
215,0.22131081359246801
216,0.25058603644290817
217,0.5657906208978415
218,0.08580109614299995
219,0.3085670673547702
220,0.8570328735812991
221,0.968939376899666
222,0.9280445642256329
223,0.9813065934765366
224,0.18094592178258437
225,0.983361382294193
226,0.2599611418924645
227,0.9652478901884474
228,0.9368562189703342
229,0.9072850817689672
230,0.7765354250233524
231,0.7665354460373017
232,0.9680947458258907
233,0.6854966771457326
234,0.977216645758525
235,0.11614429565409015
236,0.9540378299612609
237,0.9501096716644738
238,0.5157989963523959
239,0.9793858015966752
240,0.1857120040223586
241,0.44454243748740796
242,0.8597057806562336
243,0.5547482561861353
244,0.8114385607088628
245,0.8599186945134458
246,0.5780495979253579
247,0.45832873530916385
248,0.29411135574793423
249,0.9757722298881464
250,0.3160695440838521
251,0.575670235601596
252,0.1913874246576467
253,0.8276935828850904
254,0.2561223115143378
255,0.1274418871410949
256,0.8835742660139356
257,0.1833707133352501
258,0.7601490062298698
259,0.8797301504071049
260,0.3369875087875267
261,0.8115052400950784
262,0.2836613735229223
263,0.8207847579925429
264,0.9800994413364998
265,0.602193158534717
266,0.3449266455000539
267,0.9811550817514726
268,0.9755824237017856
269,0.8835560440108826
270,0.956060142328673
271,0.9857166319915704
272,0.2482742012931141
